557,40.61,38.01,34.85,99.89,2.6
558,39.94,37.56,34.38,99.88,2.38
559,40.05,37.48,34.24,99.74,2.57
560,38.58,35.89,32.84,99.21,2.69
561,41.97,39.45,36.08,99.8,2.52
562,42.98,40.79,37.24,99.84,2.19
563,37.96,35.17,32.2,99.87,2.79
564,41.07,38.63,35.36,99.87,2.44
565,39.18,36.34,33.07,99.82,2.84
566,39.54,36.88,33.93,99.91,2.66
567,39.32,36.63,33.72,99.88,2.69
568,42.75,40.25,36.98,99.89,2.5
569,40.74,38.23,34.72,99.85,2.51
570,43.4,40.97,37.48,99.86,2.43
571,42.78,40.06,37,99.8,2.72
572,45.26,42.82,39.05,99.9,2.44
573,44.67,42.37,38.93,99.88,2.3
574,41.34,38.71,35.58,99.88,2.63
575,43.88,41.35,38.28,99.87,2.53
576,42.53,39.96,36.7,99.95,2.57
577,41.39,38.64,35.4,99.81,2.75
578,37.54,34.88,31.82,99.85,2.66
579,39.11,36.29,33.13,99.78,2.82
580,40.09,37.66,34.46,99.86,2.43
581,37.71,35.03,31.74,99.86,2.68
582,42.43,40,36.8,99.84,2.43
583,44.39,41.99,38.54,99.83,2.4
584,43.95,41.51,38.43,99.8,2.44
585,43.04,40.17,36.96,99.87,2.87
586,43.32,40.82,37.56,99.84,2.5
587,41.22,38.53,35.02,99.87,2.69
588,42.64,40.11,36.97,99.84,2.53
589,44.96,42.54,39.12,99.87,2.42001
590,43.81,41.19,37.79,99.85,2.62
591,41.91,39.32,36.04,99.87,2.59
592,45.1,42.65,39.41,99.85,2.45
593,40.2,37.56,34.36,99.87,2.64
594,39.16,36.28,33.22,99.85,2.88
595,42.62,39.62,36.28,99.83,3
596,42.87,40.19,37.18,99.9,2.68
597,41.56,38.85,35.66,99.88,2.71
598,41.8,39.2,35.8,99.88,2.6
599,41.37,38.89,35.64,99.92,2.48
600,39.67,37.18,34.15,99.86,2.49
601,40.95,38.46,35.3,99.92,2.49
602,40.46,38.01,34.88,99.91,2.45
603,43.91,41.15,37.64,99.94,2.76
604,43.07,40.43,37.23,99.9,2.64
605,40.5,37.65,34.54,99.83,2.85
606,40.43,37.8,34.75,99.91,2.63
607,41.28,38.84,35.6,99.86,2.44
608,39.13,36.46,33.26,99.76,2.67
609,44.69,42.3,38.78,99.87,2.39
610,43.83,41.25,37.87,99.83,2.58
611,41.91,39.13,36.01,99.87,2.78
612,45.01,42.71,39.07,99.87,2.3
613,45.05,42.73,39.36,99.89,2.32
614,42.78,40.3,36.93,99.93,2.48
615,40.69,38.15,34.98,99.89,2.54
616,39.11,36.36,33.14,99.91,2.75
617,43.28,40.4,37.26,99.85,2.88
618,42.76,40.38,37.22,99.9,2.38
619,44.03,41.43,38.47,99.88,2.6
620,44.58,42.36,38.99,99.84,2.22
621,43.17,40.56,37.14,99.83,2.61
622,42.15,39.57,36.56,99.88,2.58
623,44.28,41.98,38.63,99.84,2.3
624,40.46,37.69,34.65,99.85,2.77
625,44.59,42.12,38.75,99.85,2.47
626,42.83,40.25,36.74,99.85,2.58
627,41.08,38.53,35.39,99.84,2.55
628,37.95,35.16,32.38,99.9,2.79
629,40.21,37.62,34.46,99.82,2.59
630,44.07,41.42,37.9,99.79,2.65
631,44.69,42.19,38.81,99.83,2.5
632,41.13,38.52,35.17,99.91,2.61
633,42.86,40.4,36.76,99.83,2.46
634,43.03,40.64,37.25,99.86,2.39
635,44.27,41.81,38.77,99.83,2.46
636,39.73,37,33.97,99.88,2.73
637,37.84,35.21,32.31,99.91,2.63
638,43.23,40.69,37.24,99.93,2.54
